,Datetime,Tweet Id,Text,Username
0,2022-09-20 22:14:08+00:00,1572348411839651840,I get a stomach ache every time I eat more than a bowl of yogurt lol,hansfood
1,2022-09-20 22:03:27+00:00,1572345721361420290,"@BrandtAHoward but brandt, you'll get a tummy ache.",brandondsantos
2,2022-09-20 21:45:53+00:00,1572341301642682369,Best food for a tummy ache: GO!,TySunderland
3,2022-09-20 16:39:16+00:00,1572264138067562499,Aché a Êlêgûá,OmarSalmoon
4,2022-09-20 14:36:11+00:00,1572233164923490304,Did I drink hot coffee and iced coffee this morning? Yes. Am I gonna be bouncing off the walls with a stomach ache? Also probably yes,jsukup15
5,2022-09-20 07:01:08+00:00,1572118646729904130,I wanna eat spicy noodles SO bad but that stomach ache I had last week was horrible ): lol,jvssrvylenex3
6,2022-09-20 05:38:56+00:00,1572097961362096128,"@WeirdlyGripping @randomcricfacts Nahi nahi bhai 6:30 ke aas paas hi hua tha ye match start, ache se yaad hai tuition ke baad baithata tha dekhne…sham ke matches isi time start hote the aur 10 baje tak khatam",_MusiCricket
7,2022-09-20 02:58:11+00:00,1572057504426897408,@seangentille Belly ache from too much lasagna.,omgitsjen
8,2022-09-20 02:27:28+00:00,1572049773921959936,Nuevo servicio de alberca de olas 🌊,Holasoy_Ache
9,2022-09-20 01:43:11+00:00,1572038632055402496,Me gusta como se ve bloqueado con @AppleMusic   https://t.co/4VGaAjoq4E,Holasoy_Ache
10,2022-09-20 00:03:14+00:00,1572013477623111680,@YoDanno I still have “Trigger Songs” from the old days; songs that when I hear them I time-warp into the frenzied days of D&amp;D and I positively ache in my chest to play a game asap,polyroller
11,2022-09-19 23:51:11+00:00,1572010445694967810,"for what reason, God, are you giving me your biggest challenge (a tummy ache) at my weakest moment (it’s minutes to 5 on a weekday at the office)",MiguelACarroll
12,2022-09-19 21:22:59+00:00,1571973151000776704,"I ain't gonna lie though...the ache feels gooooooood.

Bet it'll be even better tomorrow",JeffOnTheRight
13,2022-09-19 20:17:33+00:00,1571956685287329792,"@tenilletownes Tenille Townes new song, ‘The Last Time’ literally gives me goosebumps!!! Absolutely LOVE IT 😍 Her voice is so unique and has that natural ache to it ❤️ @tenilletownes 

Definitely recommend checking out her music 🎶 https://t.co/nw7aBR78dJ",AmandaCameron83
14,2022-09-19 20:06:57+00:00,1571954016757878784,"I don't know what's wrong w/ me, but for about a week now, I've felt flu-ish &amp; extremely tired, almost like when I had mono long ago. Pain levels ⬆️ quite a bit. My bones ache. Neg on 2 Covid at home tests. Slight temp but that happens often. I feel like I'm made of cement. 😣",ladiekerrie
15,2022-09-19 18:32:18+00:00,1571930198215630848,Otra vez! Apenas que había pasado el #SimulacroNacional2022,Holasoy_Ache
16,2022-09-19 18:23:16+00:00,1571927921324949506,Why Do I Keep Eating Foods That Give Me A Tummy Ache ~ an autobiography,samanthaakoe
17,2022-09-19 18:20:01+00:00,1571927105402994688,"idk what hurts more, my tummy ache or period cramps",roszzah
18,2022-09-19 18:14:26+00:00,1571925699325493248,No es simulacro https://t.co/hT0qxAd8q4,Holasoy_Ache
19,2022-09-19 18:08:09+00:00,1571924117267402752,i give myself a stomach ache from not wanting to go into work bc it’s my passion 🫡,Adriiibean
20,2022-09-19 16:38:22+00:00,1571901524355485696,@ache_nario Your a baby lol you got time to get to where I’m at lol,ericaamericaa1
21,2022-09-19 16:28:24+00:00,1571899016782413824,"Some of the weirdest lyrics EVER
Love Dump by Static-X

Your shit's like chocolate cake
And your ass smells like a rose
I really hate you
Love dumpling
Now my bowels ache",Strasconsin
22,2022-09-19 15:19:51+00:00,1571881766281187329,Lord thank you so glad this tooth ache is gone,Stillimgs
23,2022-09-19 15:05:20+00:00,1571878113168031746,"❤ learn from the experience and endure the little ache, this will pass😉",coolestdeby13
24,2022-09-19 14:37:36+00:00,1571871134018306050,I just love having a tummy ache first thing in the morning. 🙄,Lauraaaofcourse
25,2022-09-19 13:04:09+00:00,1571847614953390080,Tooth ache is the freaking worseeee,jenglezphotos
26,2022-09-19 06:21:41+00:00,1571746329575198720,"@VidalZ8 @Mals0r @AgentDeli Holy shit, it’s not that I didn’t believe that it was devastating. I didn’t doubt it. But reading this/understanding it more makes my heart ache. All I can think of is that I’d probably be crying in bed for the next year. That’s absolutely horrible 😭",Tinkkz
27,2022-09-19 05:17:58+00:00,1571730294402875392,@Rawfaaaaa Just a tummy ache survivor,strawhatmary
28,2022-09-19 03:32:51+00:00,1571703841388625924,Better off single less of a heart ache ✌🏻,eli_World18
29,2022-09-19 02:34:26+00:00,1571689140541849608,anyone else consider matilda to be forbidden fruit because i cannot listen to that song in my headphones🥲 live is less personal so it’s fine but alone with my thoughts is torture it physically makes me ache,cookaneggonu
30,2022-09-19 01:43:57+00:00,1571676438746521603,"Slow fluctuating orbit of the Earth 
leaves flashing traces in celestial sea 
that undulates magnetic field of birth 
through prediction of the ache to live free 
because we choose to share secrets of love 
that first mother discovers in the cave.",Surazeus
31,2022-09-19 01:13:20+00:00,1571668732090650625,nothing makes my heart ache more than thinking about my parents getting old,caitlinnk151
32,2022-09-19 01:00:14+00:00,1571665433971019777,"Chills (they’re multiplying), fever, headache, body ache, congestion. This has been me since Friday. I’ve tested negative twice, so that’s good, BUT STILL. 🥹",lifewithSW
33,2022-09-18 22:40:20+00:00,1571630227377524736,Bruh I have the worst stomach ache,na777dia
34,2022-09-18 20:35:46+00:00,1571598878012592133,Aché,OmarSalmoon
35,2022-09-18 19:49:11+00:00,1571587158489677829,@Ugo_con_ache @CruzAzul Jajaja jajaja jajaja,RubenLa03100240
36,2022-09-18 19:47:50+00:00,1571586815429156864,if somebody doesnt buy me the 1973 classic r&amp;b album “just being myself” by dionne warwick im afraid ill have a lil tummy ache for the rest of the day you wouldnt want that now would you https://t.co/P3cBIyOcBB,fuckdigitaldash
37,2022-09-18 19:44:31+00:00,1571585984080273412,"@Imani_Barbarin #KnivesOutSpoonies how much we DON'T complain about. I ache often, or have headaches or just feel like shit, but I do my job and I do things with my husband and I get by.",Thalassatx
38,2022-09-18 04:55:26+00:00,1571362237255946248,I literally have a stance ache 😩😭😭😭,shabellezza
39,2022-09-18 01:50:51+00:00,1571315787104751616,"@BrenDee85 No wonder i ache, been shaking it for 35 yrs.   Lol",sugarfreeNJ
40,2022-09-18 01:29:11+00:00,1571310334308139009,"Peace, is not an antonym to violence or heart ache - it is the integration of it and good will.",ayconsultation
41,2022-09-17 22:46:18+00:00,1571269341911343112,this was physically painful. like a back ache,Whoabot
42,2022-09-17 22:31:11+00:00,1571265536809476096,Drinking an Ache Orange Creamsicle by Heart State Brewing at @meltbargrilled — https://t.co/svGcLrI4Pu,sabremark18
43,2022-09-17 21:59:12+00:00,1571257487751532544,"Finished a 10km row with a tummy ache, maybe I am god’s strongest soldier",jamesr_diaz
44,2022-09-17 21:29:24+00:00,1571249989686263809,Balance is doing a morning yoga class with feet that ache from dancing night night before,kcchattr
45,2022-09-17 20:29:22+00:00,1571234880150798337,OMG @BrockHuard is so biased it makes my teeth ache. #MeanTweets #J/K,BillBessette
46,2022-09-17 19:25:32+00:00,1571218815651905541,@GeoffMiami It doesn’t worry me but it does give me a headache. Jimmy Dore is a persistent dull ache in the political discourse. A buzzing sound that won’t go away.,EricShapiro3
47,2022-09-17 19:21:38+00:00,1571217834872606720,I have this ridiculous tummy ache and bloat from hell but it is f*n Oktoberfest at the Angry Scotsman Brewery in #OKC and I’m gonna go drink some damn beer and deal with it like a woman. 💅🏽 #Oktoberfest2022,rey_wick
48,2022-09-17 19:02:27+00:00,1571213006389772288,When your eyes water and your sides ache and you can barely breathe…that’s good laughing right there. 😁😆,MarissaEsque
49,2022-09-17 15:18:27+00:00,1571156638190505985,"Vive como si fueras a morir mañana, trabaja como si no necesitaras el dinero, baila como si nadie estuviera mirando. Hoy concierto para bailar a ritmo de ""Aché Son"". Escalinatas @EGREMOFICIAL Trinidad 10 : 00 pm.
#CubaEsCultura
#LaMúsivaVive
https://t.co/4ixEGUj3Uw",EgremTrinidad
50,2022-09-17 15:07:23+00:00,1571153849972559872,God gives his toughest battles (a tummy ache) to his strongest soldiers (me) and I'll suffer in silence (I've told 6 people),itsStephanie58
51,2022-09-17 13:23:55+00:00,1571127814811951106,it wouldn’t be a game day without a tummy ache,LeanKiffin
52,2022-09-17 12:12:36+00:00,1571109865090846720,"Vive como si fueras a morir mañana, trabaja como si no necesitaras el dinero, baila como si nadie estuviera mirando. Hoy concierto para bailar a ritmo de ""Aché Son"". Escalinatas @EGREMOFICIAL Trinidad 10 : 00 pm.
#CubaEsCultura
#LaMúsivaVive
#Musicacubana
#TrinidadCiudadCreativa https://t.co/4aRgRagkpk",EgremTrinidad
53,2022-09-17 11:17:55+00:00,1571096103239716867,This mf been making my back ache too 🥹💆🏽‍♂️,blue_baaby
54,2022-09-17 11:07:24+00:00,1571093456898109440,I wish I got my flu shot in my left arm. My right shoulder having this dull ache is aggravating now,bmsincere
55,2022-09-17 03:54:18+00:00,1570984464658083840,"a cure for a tummy ache, existential emotional crisis, or relentless personality changing anxiety. extended release with relief lasting up to twelve hours.
https://t.co/jbc6RtSPNv",PeteGGriffin
56,2022-09-17 02:32:03+00:00,1570963765281329155,This is the tummy ache to end ALL tummy aches 🥲,alexaraemua
57,2022-09-17 02:09:22+00:00,1570958058620342272,swallowed cum on an empty stomach now having terrible tummy ache,phlegmilyy
58,2022-09-16 22:38:08+00:00,1570904899197583360,Drinking an Orange Creamsicle Double Ache by Heart State Brewing @ Meadow Lakes — https://t.co/zDXnRNAy7k,Flewdog
59,2022-09-16 19:58:11+00:00,1570864645833105408,The ache I get when anyone tells me their proud of me… 😫,imgudluvenjoi
60,2022-09-16 19:29:02+00:00,1570857308510638080,https://t.co/RNPd6ixO2c,Cesar_Ache_
61,2022-09-16 18:04:50+00:00,1570836120111583233,I ache reading these words. https://t.co/6AkHSUJYzq,Strawprincess
62,2022-09-16 18:02:24+00:00,1570835507147575296,@nathan_spanish also i’ve been this person they know you have a stomach ache go home,Devinchyaa
63,2022-09-16 15:09:45+00:00,1570792060445405189,These people at work rn don’t know I’m a tummy ache survivor,Malerie_Alexis
