,Datetime,Tweet Id,Text,Username
0,2022-09-20 22:18:48+00:00,1572349584881422339,"hello! 3wks post-COVID infection after dodging it for so long because i'm not cool with my body being invaded by a deadly &amp; disabling disease. i am the most consistent masker i know because i don't wanna spread disease. negative, lingering cough, rapid heartbeat. i am worried.",ReesiePeacie
1,2022-09-20 22:14:27+00:00,1572348489199390731,"So I have been told that I am free to move around since I have had this for 10 days. I still test positive, I still have a cough and sleepy most of the time but I can go see My hubby.   I will do that tomorrow but only for a short time.",hrncir
2,2022-09-20 22:10:46+00:00,1572347563373723648,"Look what my hubby gets for our son....

*cough cough* it's really for me 💀 https://t.co/HmYOYNcG9L",justjenn15
3,2022-09-20 21:53:58+00:00,1572343336077492229,Mfs really made the cough and cold chicken😳,David_ITF
4,2022-09-20 21:53:50+00:00,1572343301176451072,It's nice to be able to cough in public again without being stared at like a leper,tree_thugger_
5,2022-09-20 21:30:52+00:00,1572337520427372546,Someone—well actually several someone’s — took off their mask to sneeze /cough on one of my flights today https://t.co/REuMprQTWg,wafamaybe
6,2022-09-20 21:27:14+00:00,1572336609630232576,Est Gee need several cough drops but buddy music hard,KylerNoMurray
7,2022-09-20 21:11:46+00:00,1572332713788706816,@freshwaterpurl Explains why our shelves have no cough/cold medicine. We have cooks (kooks) here too.,canadanosyparkr
8,2022-09-20 21:05:06+00:00,1572331039007338497,*cough* Canadiens *cough* 🙄🤭😂🤷🏼‍♀️,amanda_rose75
9,2022-09-20 20:58:17+00:00,1572329324111437828,@JSpenceTheKing Vicks vapo cool cough drops usually help me.  They’re potent but they do the trick 😂,Crazy4OReilly90
10,2022-09-20 20:45:05+00:00,1572325999920164866,"Why would you want chicken to taste like cough medicine? I mean I assume people are doing this to get high, but why?",princessmom122
11,2022-09-20 20:30:52+00:00,1572322420597444621,I'm dying I'm dying I'm dying cough cough,Johnnybrain7
12,2022-09-20 20:24:42+00:00,1572320870562922500,@ZoeMartell1 Can get a buzz from NyQuil and cough medicine. The high school kids do it.. not shocking. That's why they check your license when you buy it. I'm obviously an adult - they look someway as alcohol,shasha55
13,2022-09-20 20:22:58+00:00,1572320433738743813,I say we let people who cook chicken in cough syrup go ahead and cook chicken in cough syrup. These aren’t people we need in society.,SaxMike71
14,2022-09-20 20:18:04+00:00,1572319201985019905,"This woman working at the dentist office was leaving for the day &amp; everyone was like “feel better!” &amp; she was like “I feel totally fine, it’s just this cough!” &amp; I almost said “she’s okay, it’s a weed cough” @_omgigi_  your impact",absolutbottom
15,2022-09-20 20:10:00+00:00,1572317172390629380,"@TeslaTruckClub @SawyerMerritt Correct… MCU1 excluded again…
Would be a great time for Teala to say something … cough @elonmusk",shawncarelli
16,2022-09-20 19:50:43+00:00,1572312318482026496,WTAF? Why would anyone cook chicken in cough syrup?,elegantwino
17,2022-09-20 19:39:36+00:00,1572309520751403008,Don’t even get me started on the number of people who’ve told me there’re people in their (kid’s) class who “just have a cough” or that there are a suspiciously high number of absences but no COVID notification. It’s horrifying,K_M_C95
18,2022-09-20 19:19:14+00:00,1572304393432858624,cough cough it’s not corona,kattcarpenter24
19,2022-09-20 18:14:10+00:00,1572288020849762306,"@lawlorlara @tilted_slippers @honigmaydl @StateOf_ALaska Yeah, they still sell books and cool stuff by St Marks. Although I’m sure it’s not as good as it used to be, as nothing is. Over on 1st Ave I think that “thieves market” is more like shoplifted cough syrup. Not nearly worth all the attention that tweet generated.",Helen_Highly
20,2022-09-20 17:53:05+00:00,1572282714459340801,@USAPatPhilly If fetterman doesn’t find a reason (cough: COVID) to back out of the debate,lasavloff
21,2022-09-20 17:51:04+00:00,1572282208488132608,@gclemm77 @paulwhittington @newsobserver Cough cough,BCHanks
22,2022-09-20 15:36:08+00:00,1572248248601006082,@05HAWKI Explains my dry cough 😂🤣😂🤣,xrayanneiowa
23,2022-09-20 15:29:57+00:00,1572246692585406469,@Char69067070 A bit better. Got prescribed an inhaler that’s helping a lot with his cough. May be able to go back to school tomorrow. He loves it so much. He would be very happy to be able to return.,EthanRogati
24,2022-09-20 15:14:37+00:00,1572242834467729411,been coughing for an hour and i don’t even have a cough https://t.co/67aM5GmQaS,shumooluh
25,2022-09-20 15:10:14+00:00,1572241732603097090,"@Vrosess_ Cough cough. Bleach called. 

Nah fr I’m excited for it too",ItsNyxe
26,2022-09-20 15:09:36+00:00,1572241572179202048,@TheKentuckyLogo Cough.. cough.. Utah,VolsPix
27,2022-09-20 14:57:01+00:00,1572238405076918278,@Guha_Arunkumar *bullshit* cough cough,gogo_science
28,2022-09-20 14:29:40+00:00,1572231524656840705,"It's national voter registration day. Check your status here: https://t.co/5zs4toiL6c
Register here:
https://t.co/ycY4Xma1Gg

There's some really important elections coming up (cough cough TX Governor) please be prepared",odd_kayla
29,2022-09-20 14:11:57+00:00,1572227066623401985,"@Moose96013782 Just cough or sneeze heavily next to him..
🤷‍♂️
He ll switch place",iPraVyn
30,2022-09-20 13:52:16+00:00,1572222111824879617,"@mj_effect Feel better soon. I had it about a month ago. Fever, body aches, no appetite. The worst was over in about a week. All that lingered was a mild cough and no appetite. I lost 25 pounds. Feeling better now but still no real appetite.",nrsantilli
31,2022-09-20 13:46:25+00:00,1572220638944698368,@lavern_spicer *cough* bullshit *cough*,DJPlaZma
32,2022-09-20 13:40:52+00:00,1572219241595834368,"@Crewsett What's the rule? If #Cubs sign a QO guy they have to cough up their 2nd pick, then down the line? Might be one huge sign and then 8 no-leverage seniors haha",CubicSnarkonia
33,2022-09-20 13:29:19+00:00,1572216337862369280,It’s this cough. Ok Viserys,JonTudor_
34,2022-09-20 13:12:25+00:00,1572212083608936453,@diiidiiisf *hint hint* *cough cough*,trashinabag
35,2022-09-20 12:28:46+00:00,1572201099733475330,Next kid that cough on this bus going back home 🏡 ON MY LIFE .. like why do y’all send y’all kids to school sick ?,tfortaylorr
36,2022-09-20 10:41:38+00:00,1572174136788586496,"@RolandMazzucch3 @abryendawgman @curtquin @thedelitesite Biden had it once with a rebound after Paxlovid. Lock downs happened during Trump, vaccine happened under Trump (&amp; they do work), masks help (like coughing or sneezing into your sleeve). Only N95 actually prevents but a mask is like covering your mouth when you sneeze or cough 1/",AustenMu
37,2022-09-20 09:25:22+00:00,1572154942630293507,@ryanstahl_ You would think but Kopitar had Williams and Brown and Kovalchuk and (cough) Iafallo and it wasn’t “dynamic”,BigMouthBarry
38,2022-09-20 06:47:18+00:00,1572115165377859586,I’m over this f*cken cough .,PimentelLily
39,2022-09-20 04:21:05+00:00,1572078369185071109,cough cough https://t.co/TZmcBSxNrJ,BEEow
40,2022-09-20 04:20:45+00:00,1572078284699217921,So apparently it doesnt matter if you spit out or cough out your phlegm,Leslieablo
41,2022-09-20 03:17:40+00:00,1572062410227257344,this cough isn’t going to let me sleep,kidyusuke
42,2022-09-20 02:38:06+00:00,1572052453822189569,@tfophotos Woke up with a bad cough /: 😂,SalgadoPhoto_
43,2022-09-20 02:29:04+00:00,1572050180517818368,"if you see me munchin on some cough drops tm DW it’s not cause i’m sick, i was doing metal screams to and from the gym and fucked up my throat💀",loganhayes_17
44,2022-09-20 02:23:20+00:00,1572048735508520960,@JANJONES7 Thank you! I needed all the cough drops the next day lol,WRALAaron
45,2022-09-20 02:10:30+00:00,1572045504653197312,"English Pronunciations:

Mint = mint
Tint = tint
Pint = PIE-NT?
Rough = ruff
Cough = koff
Though = thoh
Through = throo
Tear (crying) = teer
Tear (ripping) = tayer.
Sea = see
Seal = seel
Sean = shon?

I feel bad for people learning English. It is a ridiculous language sometimes.",Seanjkernan
46,2022-09-20 02:08:23+00:00,1572044974773993472,COUGH COUGH @YANKEES https://t.co/Ml91jzGAZd,BurdenBurner
47,2022-09-20 01:41:39+00:00,1572038244019195910,@dcorsetto @plasticfarm Har! One day I shall draw such a thing! (Rafer? *cough*),cgcumber
48,2022-09-20 01:24:07+00:00,1572033832907317251,"@miamijj48 @sheriffsalazar Ahem..""Soros""....cough....",bostonog33
49,2022-09-20 01:08:25+00:00,1572029882233667588,Apple has a .... *cough* apple problem.... cause this is stupid.... release the movie,jayrokk12
50,2022-09-20 00:15:19+00:00,1572016517687934979,#standupcomedy #comedy #firstjoke #bomb #cough #jokes #notfunny #comedian #silence #hello #chimpanzee #goodafternoon https://t.co/pQRVnBnwF2,themillermark
